"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.955513934782832,0.738,0.722,0,"1","Rsrp1"
1.00292903834179e-13,0.953555935529803,0.1,0.137,2.0992307701532e-09,"1","Zup1"
5.43504615638101e-10,0.950969699728765,0.157,0.209,1.13760951099211e-05,"1","Mdm4"
5.67752911879017e-18,0.949010708623653,0.136,0.193,1.18836361985397e-13,"1","Serinc4"
1.11804297515184e-11,0.938455958222666,0.15,0.202,2.34017575129031e-07,"1","5930430L01Rik"
7.71050122163237e-15,0.937331116280433,0.138,0.191,1.61388501069987e-10,"1","Gtpbp2"
1.36233934963187e-12,0.928000347511397,0.121,0.164,2.85151249271446e-08,"1","Dmac2"
5.91350024575684e-35,0.924898714551007,0.082,0.131,1.23775473643937e-30,"1","Per3"
1.26768199964641e-17,0.924206444545563,0.086,0.124,2.6533851934599e-13,"1","Xkr6"
3.58156489954306e-23,0.921912534293761,0.072,0.11,7.49657349123358e-19,"1","5430405H02Rik"
3.17970945009285e-07,0.920725905526525,0.197,0.261,0.00665544984998935,"1","Zfp266"
1.00608479597657e-27,0.920351027274997,0.074,0.117,2.10583608645855e-23,"1","Cplane1"
8.50143184438815e-18,0.920216195596874,0.07,0.102,1.77943469934888e-13,"1","Foxj3"
9.13299410916057e-08,0.920125214530543,0.213,0.287,0.0019116269969884,"1","Pbx3"
8.37547063425596e-17,0.918489323482059,0.133,0.186,1.75306975845612e-12,"1","Stk38"
5.71626990485129e-16,0.918166852291006,0.186,0.263,1.19647245378442e-11,"1","Tle4"
1.14204053567786e-17,0.916596594444799,0.107,0.15,2.39040504522732e-13,"1","Taz"
2.00246545680837e-20,0.915882488157326,0.117,0.169,4.19136044764561e-16,"1","Chfr"
1.12382745553275e-33,0.915745304615595,0.433,0.512,2.35228324717561e-29,"1","Madd"
7.74774353664488e-21,0.914641662000601,0.089,0.131,1.62168019965514e-16,"1","Rnf111"
2.44652387853991e-18,0.914244371666948,0.077,0.112,5.12081913017189e-14,"1","Sfxn2"
2.43230929111584e-09,0.913321542960286,0.169,0.224,5.09106657723457e-05,"1","4833420G17Rik"
6.78374003035809e-14,0.90116328271502,0.129,0.176,1.41990462575425e-09,"1","Armc9"
9.10450943660321e-23,0.900336868328767,0.069,0.105,1.90566487017542e-18,"1","Tex10"
1.77633585668974e-17,0.896315941052889,0.144,0.203,3.71804858163729e-13,"1","Cabin1"
1.17956778911916e-18,0.895284885675197,0.129,0.181,2.46895333940531e-14,"1","Zc3h7a"
4.05759629348841e-20,0.893787344950908,0.1,0.145,8.49295480190059e-16,"1","Lman2l"
2.10112849014676e-14,0.893763998469718,0.099,0.136,4.39787204272619e-10,"1","0610030E20Rik"
1.33532702274725e-29,0.892632405736923,0.104,0.158,2.79497299131227e-25,"1","Pds5a"
3.73488007494864e-14,0.889551981134683,0.151,0.208,7.817477484875e-10,"1","Fnbp4"
3.1957687059844e-19,0.889267418261343,0.091,0.131,6.68906347849594e-15,"1","Vps50"
6.95791738533884e-23,0.88923989371216,0.072,0.109,1.45636168792527e-18,"1","Rasgef1b"
3.6508086558326e-08,0.888783380269854,0.121,0.157,0.000764150759752322,"1","Slc25a27"
9.96653506820876e-16,0.888519410573939,0.088,0.122,2.08609545512678e-11,"1","Tacc1"
1.19008827469756e-11,0.887233317626474,0.163,0.221,2.49097376776946e-07,"1","Stam2"
1.41843167375365e-40,0.882198529235082,0.454,0.53,2.96891933633376e-36,"1","Dnm3"
1.26366953578908e-17,0.880883663611191,0.076,0.109,2.64498670536013e-13,"1","Atr"
3.16791770862688e-22,0.879758584935218,0.093,0.137,6.63076855592692e-18,"1","Hps4"
1.59382239049509e-35,0.879560832890439,0.073,0.121,3.33602964554527e-31,"1","Zfp407"
4.8003524653496e-279,0.87905015462929,0.663,0.692,1.00476177452232e-274,"1","Camk2d"
7.04349741446797e-23,0.876883361563566,0.12,0.173,1.47427444382229e-18,"1","Amn1"
1.39697287670268e-27,0.876522599681316,0.075,0.116,2.92400392822639e-23,"1","Proser1"
2.88056671177969e-19,0.873204784722738,0.124,0.175,6.02931418442607e-15,"1","Zrsr1"
2.31806070307961e-20,0.872684738616435,0.133,0.191,4.85193285761593e-16,"1","Supt20"
9.49156320864677e-20,0.871423397590273,0.128,0.181,1.98667909520186e-15,"1","Rbm33"
5.07699838123248e-20,0.868589475142688,0.172,0.247,1.06266653117577e-15,"1","Ppip5k1"
2.21253403009615e-22,0.868513580664854,0.398,0.467,4.63105497839426e-18,"1","Fam53b"
3.51001159575717e-30,0.867943040970364,0.089,0.139,7.34680527107933e-26,"1","Pik3c2a"
1.25872402054507e-16,0.866650729393126,0.152,0.212,2.63463524740288e-12,"1","Mpp7"
7.79708019587819e-18,0.866379462318851,0.088,0.126,1.63200685579926e-13,"1","Dennd1a"
1.56782925735605e-20,0.865682321904042,0.102,0.147,3.28162341857195e-16,"1","Tmem260"
1.7062495034246e-13,0.863025108225628,0.174,0.239,3.57135083561803e-09,"1","Raph1"
9.84039056982179e-22,0.861989474014359,0.067,0.101,2.0596921501694e-17,"1","Ralgps1"
4.89259227918569e-19,0.860498407877813,0.078,0.114,1.02406848995636e-14,"1","Lekr1"
1.24652731814369e-23,0.859271634937254,0.123,0.18,2.60910632960656e-19,"1","Nr2c2"
2.15429444470413e-107,0.859113273143744,0.516,0.538,4.50915370221021e-103,"1","Nktr"
6.98726779068467e-08,0.858007892081969,0.206,0.274,0.00146250502126821,"1","Tmcc1"
3.11980060350712e-12,0.855779959034247,0.1,0.135,6.53005464320075e-08,"1","Sft2d3"
1.41538771869707e-18,0.854255932390734,0.129,0.182,2.96254803400484e-14,"1","Rabgap1l"
1.15871710537063e-44,0.852315892596549,0.438,0.488,2.42531077325126e-40,"1","Tra2a"
2.02285543916748e-26,0.851661417316097,0.163,0.238,4.23403871972145e-22,"1","Tmem243"
6.57352467648229e-09,0.851162675496892,0.206,0.277,0.000137590445003451,"1","Pkn2"
7.3375175027944e-09,0.851126070989388,0.234,0.321,0.00015358157885099,"1","Stag1"
3.79720383217586e-24,0.850363561146809,0.164,0.24,7.9479273411273e-20,"1","Cnot3"
6.04214581950179e-25,0.850196993645261,0.104,0.154,1.26468154147992e-20,"1","Fam76b"
2.04460641762396e-24,0.849220222027316,0.076,0.115,4.27956569272871e-20,"1","Gin1"
8.86427360271619e-18,0.847398883861612,0.172,0.241,1.85538110778453e-13,"1","Cfl2"
2.76722159762975e-25,0.847098134909987,0.107,0.159,5.79207152599883e-21,"1","D3Ertd751e"
3.18535298128386e-13,0.846733109729925,0.182,0.251,6.66726232512524e-09,"1","Ahr"
2.22385104449833e-08,0.846632695453047,0.21,0.282,0.000465474262123946,"1","Phf20l1"
8.15590125188576e-25,0.846348481577674,0.418,0.481,1.70711169103221e-20,"1","Pnn"
1.59943688335439e-15,0.845799504863623,0.13,0.18,3.34778134054908e-11,"1","Uhrf2"
0,0.843923573519109,0.801,0.82,0,"1","Son"
6.52911129716563e-23,0.843510971789183,0.068,0.103,1.36660828560974e-18,"1","Ppp1r12b"
4.20109340457225e-09,0.842470365508789,0.229,0.314,8.79330860511017e-05,"1","Chd6"
2.55948826410568e-28,0.842083810822312,0.447,0.539,5.35726488559961e-24,"1","Pdzph1"
4.05544323747052e-19,0.841501603225437,0.163,0.231,8.48844824034956e-15,"1","Zfc3h1"
2.02830539138046e-194,0.840133210208761,0.623,0.677,4.24544601469844e-190,"1","Rims2"
6.65120394570995e-27,0.839728323306369,0.072,0.112,1.39216349787655e-22,"1","Cenpc1"
1.12840427038536e-19,0.839063948330908,0.133,0.189,2.3618629783436e-15,"1","Birc2"
1.08599057548095e-14,0.83602976011545,0.097,0.134,2.27308687353918e-10,"1","Iqgap1"
2.63055667773946e-37,0.831197319908557,0.464,0.557,5.50601818217646e-33,"1","Ahi1"
3.35477932064551e-21,0.830834736638507,0.081,0.119,7.02188859604311e-17,"1","Sirt4"
1.24069497753628e-24,0.828672914360708,0.436,0.526,2.59689865748119e-20,"1","Ddx17"
3.39744156973127e-25,0.828506742633898,0.106,0.157,7.11118494960452e-21,"1","2610020C07Rik"
5.22703417213042e-22,0.828335347955549,0.069,0.103,1.09407052256862e-17,"1","Gfm2"
3.07377262241974e-32,0.827870706823603,0.069,0.111,6.43371347598677e-28,"1","Rps6kb2"
9.34381782917499e-30,0.827419129384868,0.095,0.147,1.95575450982462e-25,"1","Ganc"
9.63711325840645e-29,0.826002518883177,0.088,0.136,2.01714417611705e-24,"1","Uvrag"
1.00412640029986e-29,0.82519478603784,0.066,0.106,2.10173696846763e-25,"1","Ccp110"
4.22590074210154e-56,0.824061902742642,0.545,0.643,8.84523284329274e-52,"1","Samd11"
3.84879683208326e-33,0.822342587963875,0.077,0.124,8.05591664923346e-29,"1","Ivd"
1.35018825756444e-23,0.821266138408247,0.092,0.136,2.82607904190812e-19,"1","Chka"
1.15864201350598e-19,0.820961912237753,0.128,0.182,2.42515359846937e-15,"1","Alkbh1"
9.2070885648964e-40,0.820856400810005,0.099,0.16,1.92713570751847e-35,"1","Ttc39c"
1.62340550330389e-22,0.817419953208968,0.096,0.141,3.39795005896538e-18,"1","Abhd18"
1.64945111284611e-37,0.817258969979813,0.094,0.151,3.45246612429819e-33,"1","Adcy6"
6.29384650773699e-24,0.816353807164908,0.143,0.208,1.31736501253443e-19,"1","Ccdc24"
3.25463959794681e-32,0.815713726712791,0.084,0.133,6.81228614246247e-28,"1","Sh3gl1"
5.31723245814383e-87,0.814544762450492,0.531,0.611,1.11294992581408e-82,"1","Glmn"
3.94107287249224e-19,0.812506129452439,0.225,0.327,8.2490596294135e-15,"1","Bbs9"
2.81564380175244e-23,0.811807090187757,0.083,0.124,5.89342404144802e-19,"1","Scai"
4.94234271739469e-20,0.810938344664094,0.091,0.132,1.03448175417788e-15,"1","Cald1"
1.23947203926655e-35,0.809709965360572,0.073,0.121,2.59433892538881e-31,"1","Polr3a"
3.53178203006407e-14,0.809260182091306,0.187,0.259,7.39237296712711e-10,"1","Tcf12"
4.79352510205258e-17,0.80842518001486,0.168,0.234,1.00333273911063e-12,"1","Slf2"
2.38387684079391e-36,0.805889820577091,0.067,0.111,4.98969261546574e-32,"1","Stxbp5l"
2.04735265928151e-50,0.805173635104961,0.109,0.183,4.28531385114213e-46,"1","Diaph3"
4.85771153917043e-31,0.805172718287733,0.066,0.107,1.01676760226376e-26,"1","Gm42716"
1.00738057029183e-36,0.804233639724367,0.094,0.151,2.10854827167782e-32,"1","Dcaf17"
7.84553067210476e-30,0.803945164821052,0.079,0.125,1.64214802497825e-25,"1","Ift88"
3.75904331959309e-32,0.80298619319317,0.075,0.121,7.8680535722403e-28,"1","Adamts3"
5.96496570566358e-30,0.80241037491706,0.105,0.161,1.24852697185244e-25,"1","Oxa1l"
9.34542559803031e-12,0.802293560626826,0.206,0.283,1.95609103192372e-07,"1","Cdk12"
6.78145351888767e-07,0.801058327193542,0.228,0.303,0.0141942603603838,"1","Pclo"
8.30450505312941e-24,0.800559250733812,0.066,0.102,1.73821595267052e-19,"1","Foxp1"
2.19355027387049e-28,0.800177297992737,0.123,0.181,4.59132007823833e-24,"1","Qk"
3.45639707758513e-26,0.798951719373741,0.077,0.117,7.23458472309344e-22,"1","Khdc4"
2.93927624449051e-34,0.798873424878623,0.087,0.103,6.15219910734308e-30,"1","Tmsb10"
7.46833060233089e-26,0.797352004588984,0.172,0.254,1.56319627837388e-21,"1","Xrn1"
1.42396107850025e-29,0.796494350826073,0.128,0.193,2.98049293340887e-25,"1","Rabgap1"
3.97719106267923e-28,0.795625489348941,0.146,0.218,8.32465861329391e-24,"1","Mark3"
3.2506499340491e-12,0.795587800487557,0.146,0.196,6.80393537695817e-08,"1","Kdm1a"
7.05129743034657e-36,0.793555339755232,0.108,0.171,1.47590706514584e-31,"1","Stx16"
8.63243154016027e-25,0.793229037081805,0.146,0.213,1.80685424567095e-20,"1","Cstf3"
2.13791533264843e-25,0.793045187180357,0.154,0.225,4.47487058276644e-21,"1","Taf1d"
2.26096505092645e-188,0.792973848531703,0.647,0.709,4.73242594809415e-184,"1","Ktn1"
1.05353652708068e-24,0.792693824193287,0.104,0.154,2.20515730483256e-20,"1","Zer1"
1.04440743350722e-16,0.790748856834876,0.202,0.286,2.18604919907397e-12,"1","Akap8l"
4.61389341066647e-20,0.789617464713991,0.162,0.23,9.65734029786599e-16,"1","Epm2aip1"
8.48556192980938e-28,0.789160017603528,0.079,0.121,1.7761129675284e-23,"1","Rprd1a"
7.89498191901663e-166,0.788817901779829,0.634,0.725,1.65249866546937e-161,"1","Pex5l"
1.0863384750884e-27,0.787837271475418,0.111,0.166,2.27381506220753e-23,"1","Pan3"
4.90721706825278e-28,0.787473578998983,0.224,0.332,1.02712960455599e-23,"1","Slc12a5"
9.37467179498843e-41,0.786946969138637,0.074,0.126,1.96221255340903e-36,"1","Parg"
1.91306219830114e-28,0.786854860653237,0.129,0.194,4.00423048726412e-24,"1","Btrc"
2.48918443130141e-47,0.783423419241754,0.093,0.157,5.21011193315698e-43,"1","Igsf11"
2.86053706258543e-24,0.781607358294749,0.119,0.174,5.98739012569757e-20,"1","Casc3"
6.95104271442619e-34,0.781016656228881,0.117,0.178,1.45492275055655e-29,"1","Terf1"
6.45567582553509e-24,0.777078603127924,0.18,0.263,1.35123750704275e-19,"1","Cc2d2a"
3.27931803534816e-35,0.776326438172472,0.059,0.1,6.86394057978723e-31,"1","Pick1"
1.49855421016743e-19,0.771243293832977,0.182,0.261,3.13662381730145e-15,"1","Kansl1"
5.87481449123801e-26,0.769413558583136,0.157,0.231,1.22965742116103e-21,"1","Dmtf1"
2.96907967889572e-46,0.768663045832964,0.472,0.542,6.21458067589663e-42,"1","Fyco1"
2.63415999782849e-41,0.768614175500769,0.138,0.219,5.51356029145481e-37,"1","Pak7"
6.33257394556246e-27,0.768299720173011,0.149,0.219,1.32547105254568e-22,"1","Eif2s3y"
2.74426466982035e-16,0.768227865431805,0.185,0.258,5.74402038040097e-12,"1","Zfp280d"
2.07101553039368e-24,0.767682911413743,0.123,0.179,4.33484260666701e-20,"1","Plekha1"
5.44533733106197e-19,0.767346681040452,0.198,0.284,1.13976355676458e-14,"1","Wdr33"
3.02080493710877e-44,0.767100020782335,0.057,0.101,6.32284681386237e-40,"1","Anks3"
1.36146598633521e-49,0.766537071119406,0.499,0.582,2.84968445599823e-45,"1","Upf3b"
9.86476321162242e-39,0.766280205984424,0.08,0.132,2.06479358782469e-34,"1","Fer"
1.86873368192656e-34,0.766160827455017,0.082,0.132,3.91144646964049e-30,"1","Gpatch2"
3.23279326661283e-159,0.766029224241372,0.627,0.696,6.76655958634732e-155,"1","Ank2"
2.89875210074581e-11,0.765195293348748,0.216,0.288,6.06737802207107e-07,"1","Trim44"
6.95590359179484e-27,0.764204364756822,0.167,0.247,1.45594018079858e-22,"1","Spata1"
9.29157425073722e-27,0.764094381134516,0.153,0.226,1.94481940642181e-22,"1","Lnpk"
1.07821551259584e-24,0.761443869911902,0.065,0.101,2.25681288941435e-20,"1","Trmt13"
7.2581610049578e-28,0.761092759079867,0.073,0.114,1.51920567994772e-23,"1","Cep44"
9.88280421395255e-35,0.759832405515243,0.068,0.111,2.06856975002241e-30,"1","Ncoa7"
8.86393551274655e-34,0.758845714908983,0.074,0.12,1.85531034217298e-29,"1","Zfp507"
1.51381529895658e-42,0.75882426390394,0.066,0.114,3.16856680224601e-38,"1","Slc25a37"
3.3794321359429e-37,0.758798302847927,0.097,0.155,7.07348940374209e-33,"1","Pkd1"
9.09939472555474e-30,0.758535333301219,0.077,0.12,1.90459431000586e-25,"1","Rrbp1"
7.34460299957807e-45,0.758126168196875,0.062,0.11,1.53729885384169e-40,"1","Ptcd3"
6.81937472225847e-43,0.756263873721185,0.132,0.211,1.42736332311592e-38,"1","Msh3"
1.3133370813164e-30,0.754865030699632,0.069,0.11,2.74894584490335e-26,"1","Dnm2"
1.86176945433026e-38,0.754371630621599,0.063,0.108,3.89686964485867e-34,"1","Fam227a"
6.46540232572242e-23,0.753849577496772,0.075,0.103,1.35327336079696e-18,"1","Gm26917"
2.66193441580719e-13,0.753064822194739,0.229,0.318,5.57169492572603e-09,"1","Pfkfb2"
4.75642353986615e-41,0.752077683061753,0.06,0.105,9.95567011129384e-37,"1","Txlna"
2.09538500965657e-33,0.752050536455334,0.069,0.114,4.38585036371216e-29,"1","Ino80"
1.43342551403926e-24,0.751504617418111,0.141,0.206,3.00030294343558e-20,"1","Gpr137c"
4.6222291627652e-11,0.751291323698893,0.23,0.316,9.67478786058383e-07,"1","Srek1"
1.50788233080683e-18,0.7507266638418,0.196,0.28,3.15614850661178e-14,"1","Itch"
8.80089073748851e-29,0.750406115598277,0.081,0.126,1.84211444026372e-24,"1","Ppfia1"
2.86559579166754e-41,0.749760613797314,0.069,0.117,5.99797855153933e-37,"1","Tubgcp5"
3.82685602184314e-33,0.748255743843305,0.082,0.131,8.00999233931987e-29,"1","Git2"
1.89042649491335e-36,0.74795587504177,0.079,0.129,3.95685169650314e-32,"1","Lrrc49"
1.65622931474086e-242,0.747950699953919,0.679,0.725,3.4666535786841e-238,"1","March1"
1.14568264806143e-33,0.747764591896754,0.078,0.126,2.39802835065738e-29,"1","Mphosph9"
2.34901827461814e-31,0.747544699495547,0.087,0.136,4.91673015060323e-27,"1","Dpp8"
1.13525867339799e-38,0.746822761411505,0.078,0.129,2.37620992928934e-34,"1","Agfg1"
2.58805054259588e-25,0.746770041519046,0.073,0.113,5.41704859070743e-21,"1","Zfp846"
2.01291050255005e-10,0.746076199436453,0.248,0.345,4.21322297288751e-06,"1","Sec22a"
8.40736337040687e-41,0.745936125432735,0.06,0.105,1.75974522705986e-36,"1","Pan2"
1.59883845485255e-38,0.745203560714253,0.091,0.148,3.34652876985187e-34,"1","Atf7"
2.96454692909323e-24,0.744816342666208,0.088,0.131,6.20509317728504e-20,"1","Gmcl1"
2.90218737287959e-23,0.744201862371552,0.103,0.151,6.07456839017427e-19,"1","Rab11fip2"
2.15673248123426e-32,0.74340988256947,0.079,0.126,4.51425675647143e-28,"1","Ccdc191"
4.76105303725409e-32,0.742922781821357,0.151,0.229,9.96536011227654e-28,"1","Dhx30"
9.80313517357296e-10,0.742699877041982,0.26,0.36,2.05189422318056e-05,"1","Cdc37l1"
5.21543018325655e-36,0.742486454372353,0.08,0.13,1.09164169165743e-31,"1","Zkscan2"
5.99057160723944e-42,0.741994056236523,0.48,0.542,1.25388654311129e-37,"1","Rbm25"
1.08035382775805e-12,0.741018130696233,0.235,0.326,2.26128859688037e-08,"1","Cpsf6"
3.61491962277447e-41,0.740946619569196,0.112,0.18,7.56638826242925e-37,"1","Cep126"
1.63006607477378e-25,0.740702062513364,0.07,0.109,3.41189130110899e-21,"1","Trim24"
1.94979933738532e-50,0.740307462438097,0.111,0.186,4.08112499308122e-46,"1","Tbc1d32"
1.05473640018268e-31,0.740209828627185,0.136,0.206,2.20766875922237e-27,"1","Ago3"
2.32738748176576e-19,0.739562101143856,0.183,0.228,4.87145473808391e-15,"1","Snhg20"
1.21956597173478e-39,0.739300166701294,0.092,0.15,2.55267353543807e-35,"1","Rbm4"
3.32387759117032e-32,0.738577149767425,0.142,0.217,6.9572081860786e-28,"1","Meis1"
1.02083378559128e-40,0.737646188814358,0.077,0.128,2.13670719662111e-36,"1","Riok1"
2.47014802648227e-30,0.735513787284532,0.079,0.124,5.17026683423003e-26,"1","E4f1"
1.23748091720977e-29,0.733014113119714,0.126,0.191,2.59017130781178e-25,"1","Zeb1"
1.3329396037686e-44,0.732749533375494,0.1,0.165,2.78997588464806e-40,"1","Ube3c"
4.9036608627189e-59,0.73129231837619,0.103,0.178,1.02638525517569e-54,"1","Atxn2l"
2.51137262444597e-28,0.730568650187296,0.453,0.536,5.25655404022786e-24,"1","Frmd4b"
2.63269942084915e-47,0.730472501767319,0.081,0.137,5.51050315777936e-43,"1","Hsf2"
9.3480039504523e-59,0.729752308107942,0.511,0.572,1.95663070686917e-54,"1","Pnisr"
1.55857931709075e-39,0.728515979247783,0.1,0.162,3.26226236860264e-35,"1","Wwp1"
2.97908643690246e-11,0.728497585462982,0.253,0.353,6.23552582108054e-07,"1","D430042O09Rik"
2.29725705758789e-43,0.728113552334665,0.099,0.161,4.80838874723722e-39,"1","Nsd2"
9.3136018838628e-34,0.727610105333254,0.062,0.102,1.94943001031132e-29,"1","Aopep"
1.34080973334535e-42,0.725122736773806,0.06,0.106,2.80644885286516e-38,"1","Cog5"
1.74259960960191e-28,0.724290029610073,0.159,0.235,3.64743524285775e-24,"1","Ccdc173"
5.65623096263159e-45,0.723419578696472,0.056,0.101,1.18390570278842e-40,"1","Ppp6r2"
1.40907261509627e-33,0.723062716066474,0.062,0.103,2.949329890658e-29,"1","Ercc6l2"
1.59599356959868e-42,0.722564465388083,0.06,0.106,3.34057414052699e-38,"1","Elp4"
4.31573313611237e-38,0.722081618779258,0.075,0.123,9.03326102719679e-34,"1","Myo6"
1.88133837405252e-42,0.720248513980641,0.076,0.129,3.93782935072933e-38,"1","Gabpb2"
1.68342438342271e-48,0.720236204101998,0.063,0.113,3.52357557694208e-44,"1","Tmem87a"
1.60355225191451e-41,0.720202371216683,0.085,0.142,3.35639521848225e-37,"1","Htt"
9.22460364160096e-17,0.719741495120199,0.469,0.507,1.9308017882235e-12,"1","Vax2os"
1.59870439902122e-17,0.718212369314563,0.441,0.54,3.34624817759132e-13,"1","Srpk2"
6.582191143997e-43,0.717704308747543,0.067,0.116,1.37771842835001e-38,"1","2810004N23Rik"
1.73407354221541e-43,0.717262235087217,0.109,0.178,3.62958933121107e-39,"1","Arid3b"
2.77803296564612e-31,0.716997519384969,0.12,0.183,5.8147008003939e-27,"1","Ccnt2"
1.93706279327624e-34,0.714900604159683,0.139,0.214,4.05446613260649e-30,"1","Kansl1l"
8.79729574090302e-33,0.714659645736223,0.091,0.143,1.84136197152841e-28,"1","Uvssa"
4.92237745910444e-36,0.713458288755902,0.091,0.146,1.03030282596515e-31,"1","Ocrl"
8.68524905659166e-26,0.713265461974985,0.067,0.105,1.8179094800352e-21,"1","Ccny"
4.27592472304363e-52,0.71313885327832,0.118,0.197,8.94993803780262e-48,"1","Nudcd3"
6.16851452085525e-37,0.712475564296759,0.145,0.225,1.29113177436021e-32,"1","Nedd4l"
2.41858377640165e-31,0.712444176981544,0.077,0.123,5.06233770238629e-27,"1","Letm2"
6.09876799758066e-42,0.71229529410273,0.102,0.166,1.27653312957361e-37,"1","Phc3"
6.65594707440092e-35,0.711451123886309,0.075,0.122,1.39315628214286e-30,"1","Asap1"
4.94841750409438e-54,0.711346517627352,0.098,0.169,1.03575326778199e-49,"1","Tm9sf4"
1.24793299425917e-44,0.710824020329694,0.093,0.154,2.61204855028386e-40,"1","Ddx55"
