"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.21254762585885e-42,0.642908829888044,0.1,0.167,6.72418343568516e-38,"1","Tnpo3"
4.17700894080005e-40,0.642555720346119,0.141,0.227,8.74289741398859e-36,"1","Ubr2"
9.21792231266101e-43,0.64249864001883,0.159,0.254,1.92940331926308e-38,"1","Usp19"
1.24769443931593e-29,0.641301350861515,0.08,0.128,2.61154923093217e-25,"1","Fermt2"
1.2849210788462e-41,0.641213628286147,0.076,0.133,2.68946831013298e-37,"1","Nipa2"
3.02931895124105e-16,0.641103478161911,0.235,0.334,6.34066749684265e-12,"1","Epb41l5"
2.83631065050278e-40,0.64107346351534,0.094,0.157,5.93668182256738e-36,"1","Dennd4a"
8.53296838539398e-58,0.64071799066909,0.066,0.128,1.78603561274681e-53,"1","Camkk2"
3.30105700895755e-35,0.640260853133532,0.059,0.104,6.90944242544904e-31,"1","Zfp518a"
6.94596779873591e-37,0.639633253527954,0.139,0.22,1.45386051995341e-32,"1","Naa15"
2.260900576907e-35,0.639473230002027,0.115,0.183,4.73229099752404e-31,"1","Pnpla8"
3.96012734080926e-30,0.63708442432812,0.063,0.105,8.28894253704787e-26,"1","Ptk2"
1.71326537855635e-35,0.636225403999887,0.073,0.124,3.58603576385629e-31,"1","Pikfyve"
2.05209489455163e-64,0.63620801488825,0.598,0.672,4.29523982378601e-60,"1","Casz1"
2.24945832097153e-45,0.634220088274615,0.094,0.16,4.70834121162551e-41,"1","Ccnh"
1.62139332068422e-39,0.634125661739422,0.085,0.144,3.39373835952413e-35,"1","Spty2d1"
3.20028495199741e-28,0.634077606829307,0.138,0.208,6.69851643302578e-24,"1","Snta1"
4.49880673118275e-47,0.63356263063195,0.059,0.11,9.41645236903861e-43,"1","Rpgrip1l"
5.09069474551242e-38,0.631709814224503,0.138,0.22,1.0655333171832e-33,"1","Smg6"
1.2393392773729e-48,0.631158710453107,0.137,0.228,2.59406104146922e-44,"1","Cdc42bpa"
2.59129746738409e-43,0.630358360515544,0.057,0.105,5.42384472898163e-39,"1","Galnt4"
2.86928671267877e-45,0.630004590954838,0.099,0.169,6.00570401830793e-41,"1","Mllt3"
1.90853480840165e-09,0.6297017640586,0.281,0.391,3.9947542074655e-05,"1","Dpf3"
3.61775758936437e-26,0.629592321269301,0.094,0.145,7.57232841029857e-22,"1","Fam122a"
2.90171008036752e-40,0.629290430996824,0.063,0.113,6.07356936921726e-36,"1","Igip"
2.92181041672191e-44,0.62925386313747,0.087,0.148,6.11564138324063e-40,"1","Ring1"
1.02144530783213e-43,0.629237889090314,0.079,0.138,2.13798717382342e-39,"1","Cdip1"
7.59520649386204e-39,0.629126755390255,0.11,0.179,1.58975267123026e-34,"1","Timm9"
8.47721560699779e-25,0.628342830371237,0.193,0.284,1.77436599870071e-20,"1","Plxna2"
3.91478305928648e-31,0.627760204282993,0.08,0.131,8.19403242139254e-27,"1","Zfp81"
2.29259660339842e-44,0.62766215911958,0.135,0.221,4.79863395057323e-40,"1","Slc44a1"
2.24138982426299e-45,0.626832713223281,0.07,0.127,4.69145304116486e-41,"1","Alms1"
3.58555052414131e-41,0.626471847262397,0.127,0.207,7.50491580208019e-37,"1","Taf1"
6.9419703458599e-16,0.626350661598853,0.258,0.365,1.45302381309194e-11,"1","Pabpn1"
0,0.626298425753242,0.9,0.912,0,"1","Ddx5"
1.76664649166718e-36,0.626212389314989,0.057,0.102,3.69776777170858e-32,"1","Pyroxd1"
6.44691694129514e-22,0.62543555236837,0.226,0.331,1.34940418498249e-17,"1","Cdk11b"
5.18784344253858e-35,0.624775877340124,0.11,0.175,1.08586751095775e-30,"1","Ecpas"
2.91870865824101e-09,0.624445415461557,0.261,0.357,6.10914909256425e-05,"1","Ranbp2"
1.86044228464351e-47,0.624312192822935,0.089,0.155,3.89409174598733e-43,"1","Mark2"
4.39566180430848e-48,0.623934196823569,0.094,0.164,9.20055972259809e-44,"1","Trappc10"
2.70251347432249e-51,0.622855951331465,0.143,0.24,5.6566309531044e-47,"1","Bace1"
1.27718925734509e-41,0.622379898350813,0.087,0.148,2.67328483454901e-37,"1","Pptc7"
5.25227882512941e-30,0.621787586639271,0.059,0.1,1.09935448088784e-25,"1","Zfp532"
1.38812726037703e-40,0.621771907482466,0.076,0.131,2.90548916869515e-36,"1","Larp1"
3.72608360878551e-46,0.621664849654694,0.119,0.199,7.79906560154895e-42,"1","Rad23b"
1.46588296333745e-34,0.621575701428931,0.145,0.226,3.06823963056162e-30,"1","Heg1"
4.0261670189449e-35,0.621195136552566,0.097,0.154,8.42717018735356e-31,"1","Dst"
5.52510917413561e-43,0.620716634354646,0.106,0.178,1.15646060123832e-38,"1","Kansl3"
7.73738193469264e-33,0.62016219289718,0.142,0.22,1.61951141275052e-28,"1","Smg1"
9.2651198255027e-39,0.620127356183835,0.078,0.131,1.93928223067597e-34,"1","Rab24"
1.21924650855294e-32,0.619918646469337,0.084,0.137,2.55200486705217e-28,"1","Ice1"
8.53995583873744e-34,0.618672439360738,0.205,0.314,1.78749815660613e-29,"1","Timm44"
7.89651402321199e-37,0.618657799160429,0.069,0.119,1.6528193501985e-32,"1","Zbtb43"
3.47261250229645e-33,0.61840066060914,0.077,0.128,7.26852522855671e-29,"1","Eea1"
2.22183796901339e-42,0.618255078327028,0.159,0.255,4.65052905294192e-38,"1","Gon4l"
6.17426306275529e-44,0.618033143757462,0.058,0.107,1.29233500166531e-39,"1","Lsg1"
2.33713594816667e-36,0.617857991477545,0.061,0.106,4.89185925310765e-32,"1","Wsb1"
3.76355379174473e-42,0.616384464906911,0.101,0.169,7.8774944415009e-38,"1","Cep57"
7.49729441728409e-31,0.615618691963847,0.07,0.116,1.56925869448173e-26,"1","Zfp1"
1.6811100553873e-20,0.615400450000869,0.218,0.313,3.51873145693116e-16,"1","Bod1l"
3.66010308504916e-39,0.615148043066949,0.056,0.102,7.6609617673164e-35,"1","Nelfa"
1.46930565524955e-38,0.615137596399721,0.149,0.237,3.07540366700284e-34,"1","Zmym2"
2.89322942441541e-34,0.615029797990185,0.185,0.285,6.0558185082439e-30,"1","Cnot1"
3.34582459208479e-45,0.614636264886904,0.101,0.172,7.00314545369268e-41,"1","Map3k4"
1.16481981177904e-45,0.614635290986796,0.129,0.213,2.4380843480347e-41,"1","Naa35"
5.81251019120259e-19,0.614331594489666,0.245,0.355,1.21661650812061e-14,"1","Wdr47"
7.87150082902377e-51,0.614113989423642,0.091,0.161,1.64758383852297e-46,"1","Prpf6"
1.60757241678936e-35,0.613913784962709,0.139,0.219,3.36480982558181e-31,"1","Strn3"
8.03999094029523e-21,0.613853443699793,0.25,0.368,1.68285050371319e-16,"1","Ilf2"
5.03470699776901e-48,0.613755283114958,0.094,0.163,1.05381452170303e-43,"1","Rassf8"
6.6792072300027e-58,0.613737094726018,0.108,0.191,1.39802486531187e-53,"1","Whrn"
1.13230312109073e-10,0.613222978331517,0.267,0.369,2.370023662755e-06,"1","Trim2"
3.81963694907161e-43,0.612575285993658,0.139,0.226,7.99488209810179e-39,"1","Kdm5a"
2.78808597068013e-36,0.612544577756542,0.089,0.147,5.83574274523059e-32,"1","Znrf1"
5.91883790889438e-43,0.61226296119008,0.08,0.138,1.23887196271068e-38,"1","Lrrc1"
1.36352779233178e-22,0.612246833123048,0.128,0.187,2.85400002212964e-18,"1","Ddx3y"
4.57838440167197e-36,0.612070387148173,0.161,0.251,9.5830163911396e-32,"1","Tmem138"
2.83393415917046e-38,0.612040090876981,0.07,0.121,5.93170758855969e-34,"1","Zfp639"
1.44841219246921e-43,0.612025945944269,0.092,0.156,3.0316715600573e-39,"1","Flcn"
9.86829491012825e-29,0.611986029102467,0.192,0.29,2.06553280763894e-24,"1","Cep250"
2.38526297107826e-49,0.610965531354754,0.129,0.216,4.9925939247639e-45,"1","Slc38a2"
1.81602491688375e-29,0.610719765756426,0.135,0.206,3.80112175352938e-25,"1","Nop56"
1.23658466549654e-45,0.609975106579076,0.131,0.216,2.58829536335081e-41,"1","Maco1"
4.38051799662203e-29,0.609553187745725,0.532,0.617,9.16886221872957e-25,"1","Cep290"
2.51343958369226e-38,0.609517476881942,0.16,0.253,5.26088039262628e-34,"1","Kdm3b"
4.33378694626177e-57,0.609476517213989,0.113,0.196,9.07104945722051e-53,"1","A930001M01Rik"
4.22555528305904e-35,0.608387593237521,0.118,0.188,8.84450976297088e-31,"1","Shprh"
3.08437784798605e-43,0.607616116776708,0.061,0.109,6.45591127361961e-39,"1","Anapc5"
1.26332153309512e-47,0.607242676079288,0.084,0.148,2.64425830092139e-43,"1","Zfp740"
6.08616148649311e-36,0.607112260729468,0.065,0.112,1.27389446073787e-31,"1","Asf1a"
7.82856052310081e-44,0.606855143032229,0.095,0.162,1.63859600309023e-39,"1","Sesn1"
2.26975782558522e-34,0.606503327740619,0.148,0.23,4.75083010473242e-30,"1","Iqsec1"
2.24696389778111e-06,0.606101818865434,0.339,0.472,0.0470312013444564,"1","Dlg4"
6.34697247601719e-36,0.604384632295348,0.064,0.111,1.32848480895516e-31,"1","Rfx3"
2.18370213952831e-42,0.603955569520513,0.065,0.117,4.57070694824671e-38,"1","Ssh2"
3.84646187735547e-47,0.603658099259732,0.058,0.109,8.05102935549273e-43,"1","Edrf1"
5.63340856754958e-44,0.603630174462935,0.054,0.101,1.1791287472738e-39,"1","Setdb1"
3.00087647094725e-33,0.603459857573739,0.167,0.256,6.28113454133969e-29,"1","Setd2"
3.52241647077098e-50,0.603437855700564,0.125,0.212,7.37276991497074e-46,"1","Btbd9"
2.18778964055604e-41,0.603089106969958,0.144,0.232,4.57926249664785e-37,"1","Atp13a3"
4.11739436272958e-36,0.60288018808142,0.156,0.243,8.61811814062929e-32,"1","Gatad2b"
4.17090242667895e-43,0.602460268217784,0.152,0.245,8.7301158692817e-39,"1","Ppp1r9a"
4.95310758125772e-45,0.602252396415028,0.064,0.116,1.03673494783305e-40,"1","Nxf1"
6.60306681891585e-14,0.602174164000654,0.269,0.377,1.38208791586728e-09,"1","Btg1"
1.44759272376141e-45,0.602115984595131,0.075,0.134,3.029956330105e-41,"1","Spast"
6.76529169346547e-20,0.601035248000564,0.281,0.411,1.41604320435926e-15,"1","Hnrnpr"
4.93471130876199e-33,0.600550285209527,0.087,0.139,1.03288442403697e-28,"1","Gm9918"
8.65468534277107e-51,0.60048849466582,0.12,0.204,1.81151218909541e-46,"1","Ddx18"
3.34117493814114e-52,0.600414942669298,0.624,0.738,6.99341326302322e-48,"1","Hnrnpu"
2.64317187092459e-62,0.599930465011698,0.066,0.131,5.53242304303226e-58,"1","Med24"
1.56155486564083e-38,0.599825827877723,0.149,0.236,3.26849048927283e-34,"1","Dicer1"
1.37852904407056e-46,0.599686845213932,0.052,0.1,2.8853991421441e-42,"1","Ints10"
2.48199367528488e-35,0.599644025804938,0.072,0.122,5.19506096173878e-31,"1","Fmn1"
8.19854520447248e-39,0.599390814678554,0.059,0.107,1.71603749674813e-34,"1","Chm"
9.34043089119388e-41,0.599063744715119,0.15,0.241,1.95504558983579e-36,"1","Fnip1"
3.7777658333451e-39,0.598482385906279,0.067,0.118,7.90724166577464e-35,"1","Prpf4"
1.56040235979521e-45,0.598176805329492,0.069,0.124,3.26607817928736e-41,"1","Clip4"
4.35693009047254e-35,0.598073442844351,0.19,0.294,9.11949037236808e-31,"1","Slc25a25"
8.37686525903016e-25,0.597840976431771,0.199,0.293,1.7533616673676e-20,"1","Mga"
7.02595989822248e-27,0.597065299821239,0.185,0.276,1.47060366629695e-22,"1","Ep300"
1.3116276923594e-45,0.59677807986314,0.156,0.255,2.74536792287745e-41,"1","Dnm1l"
1.93870014201088e-40,0.596482427578518,0.062,0.111,4.05789326724297e-36,"1","Zfp655"
4.39472466903986e-52,0.596269125550599,0.09,0.161,9.19859820476733e-48,"1","Ryk"
2.41312060064482e-23,0.594962888910821,0.187,0.273,5.05090272920967e-19,"1","Slc26a2"
3.32542749187035e-23,0.594684772972582,0.234,0.344,6.96045228323383e-19,"1","Nsd1"
4.10398540891018e-40,0.594564882059951,0.167,0.263,8.59005185938989e-36,"1","Ivns1abp"
3.94215332374847e-47,0.594325632180719,0.079,0.138,8.25132112193791e-43,"1","Mbd6"
2.93498017480942e-39,0.59314084576478,0.08,0.136,6.14320700389359e-35,"1","Snx6"
2.54228115400716e-36,0.592425951652104,0.063,0.11,5.32124868345239e-32,"1","Ubp1"
1.33250487669682e-45,0.591917606548898,0.081,0.142,2.78906595741412e-41,"1","Hmg20a"
7.93253471904762e-14,0.591834048011249,0.241,0.331,1.66035884204386e-09,"1","Mab21l1"
0,0.591716489068759,0.969,0.951,0,"1","Rp1"
5.83221879174904e-42,0.591495422887974,0.07,0.124,1.22074171530099e-37,"1","Anapc4"
4.53266894818063e-40,0.59139704078941,0.065,0.116,9.48732937543689e-36,"1","Tbck"
3.34274256131679e-44,0.590797358539401,0.085,0.146,6.99669445509218e-40,"1","Bet1l"
4.34982110929908e-43,0.590268619261087,0.064,0.116,9.10461056387391e-39,"1","Ngly1"
1.41111800862222e-38,0.589782197695436,0.106,0.173,2.95361110384717e-34,"1","Ppm1d"
2.18933900978473e-34,0.589052504642118,0.061,0.106,4.58250548138042e-30,"1","Taf5"
7.32999464738539e-42,0.588878780711876,0.153,0.247,1.53424117964424e-37,"1","Kif3b"
1.87919079820137e-37,0.588642883330047,0.074,0.12,3.93333425971529e-33,"1","Mcts2"
1.83622205220832e-39,0.588609633546575,0.079,0.135,3.84339637747724e-35,"1","Vps4b"
7.93859180214318e-46,0.588497227174078,0.058,0.11,1.66162665010659e-41,"1","2700049A03Rik"
1.55827340326142e-54,0.588284567817771,0.075,0.14,3.26162206036648e-50,"1","Tprkb"
1.98333201985196e-45,0.587369764799376,0.063,0.116,4.15131225075215e-41,"1","Dcun1d2"
2.56791042083545e-31,0.586885331901799,0.066,0.108,5.37489330185068e-27,"1","Chn1"
1.80187515202597e-36,0.586771656916097,0.063,0.11,3.77150488070555e-32,"1","Taok2"
5.26636069445084e-53,0.585986854127447,0.082,0.149,1.10230195695551e-48,"1","Gpr107"
3.51593567388507e-46,0.585007819762366,0.056,0.107,7.35920495900883e-42,"1","Rpe"
1.10962988681624e-59,0.584728167630056,0.082,0.153,2.32256631609508e-55,"1","R3hcc1l"
2.22553072360855e-06,0.58458373563702,0.334,0.46,0.0465825835758505,"1","Ctbp2"
3.81842230435561e-31,0.583857936480256,0.161,0.246,7.99233972524673e-27,"1","Rif1"
5.35206155671646e-50,0.583682414812355,0.084,0.149,1.12024000443632e-45,"1","Ppp2r2d"
9.53570677590929e-48,0.582684052625193,0.083,0.147,1.99591878526557e-43,"1","Glt28d2"
1.76430680423038e-36,0.582310892476626,0.147,0.231,3.69287057193462e-32,"1","Bdp1"
2.86413380384264e-32,0.582217665683894,0.187,0.285,5.99491846482302e-28,"1","Herc1"
1.9955076304018e-29,0.582187086610644,0.239,0.354,4.176797021194e-25,"1","Ier3"
8.18315524597147e-32,0.582040061456279,0.182,0.277,1.71281622453429e-27,"1","Cecr2"
2.51571632895662e-51,0.579335174804699,0.118,0.203,5.26564584813911e-47,"1","Mtif2"
2.75474064080606e-37,0.57904674001719,0.069,0.118,5.76594763527116e-33,"1","Gpcpd1"
6.39488215645205e-46,0.578235326618504,0.069,0.125,1.33851278416698e-41,"1","Pdhx"
5.3666988594772e-52,0.578168088519431,0.145,0.243,1.12330373827717e-47,"1","Negr1"
2.68952962459455e-49,0.57789310004311,0.103,0.177,5.62945445723886e-45,"1","Micu3"
4.57081571282536e-47,0.577780928351997,0.059,0.11,9.56717436851477e-43,"1","Grpel2"
2.94574971292199e-23,0.577733128473148,0.268,0.398,6.16574872411701e-19,"1","Lztfl1"
6.33078806643387e-22,0.57756954330284,0.25,0.368,1.32509725018527e-17,"1","Cuedc1"
2.30159332410817e-42,0.577348540660612,0.121,0.197,4.81746498669081e-38,"1","Jmjd6"
2.28950720432708e-48,0.577255715200083,0.192,0.312,4.79216752937702e-44,"1","Ppef2"
3.80655715139164e-47,0.577216239142874,0.144,0.237,7.96750477357783e-43,"1","Atxn2"
3.78421659668951e-55,0.576733944580818,0.053,0.106,7.92074375853082e-51,"1","Grb10"
8.07595370686838e-42,0.576449173213107,0.064,0.115,1.69037787038462e-37,"1","Sp1"
1.93081301160128e-33,0.575174565083722,0.146,0.226,4.04138471458264e-29,"1","Ppp1r12a"
9.62413798392352e-66,0.574977837152023,0.074,0.142,2.01442832141503e-61,"1","Gnl3l"
1.08922957812979e-46,0.574972637824169,0.147,0.239,2.27986642998347e-42,"1","Jag1"
1.75945914340547e-43,0.573736114305469,0.063,0.114,3.68272393306199e-39,"1","Parp2"
1.49480600117045e-41,0.573565668978913,0.083,0.142,3.12877844104988e-37,"1","Dph6"
9.0506428445632e-27,0.573135387123748,0.159,0.236,1.89439005379552e-22,"1","Smc5"
6.74878778656535e-54,0.572768580536873,0.108,0.188,1.41258877160599e-49,"1","Iws1"
1.01176573102546e-10,0.5722793985196,0.289,0.401,2.11772685160939e-06,"1","Srsf11"
1.40530312283177e-46,0.57181359051591,0.126,0.208,2.94143996639917e-42,"1","Gramd2"
5.64984866343117e-52,0.570988976026757,0.126,0.214,1.18256982374278e-47,"1","Dido1"
9.14377106518566e-43,0.570878118747334,0.1,0.167,1.91388272165401e-38,"1","Zfyve28"
3.54348595604811e-43,0.570660626697635,0.123,0.201,7.41687045460429e-39,"1","Rsrc1"
5.26288139738258e-34,0.570561209183338,0.061,0.105,1.10157370528615e-29,"1","Rab5b"
9.19090802910898e-52,0.57051957984024,0.085,0.152,1.9237489595728e-47,"1","Sun1"
3.16197719207459e-49,0.570129259321576,0.116,0.197,6.61833446073132e-45,"1","Ehmt1"
4.98636973458924e-32,0.569435588980734,0.193,0.295,1.04369704914687e-27,"1","Esco1"
7.6344439342076e-57,0.568940087763169,0.118,0.207,1.59796545986899e-52,"1","Arid2"
1.10355242246388e-61,0.568823195129682,0.178,0.303,2.30984557545915e-57,"1","Cacna1f"
8.72661946761824e-47,0.568733574406157,0.056,0.106,1.82656872076717e-42,"1","Pex19"
8.06079410762092e-38,0.566886309458355,0.144,0.228,1.68720481466613e-33,"1","Arhgef12"
5.37411003581074e-33,0.56567271276668,0.138,0.214,1.12485497159555e-28,"1","Dlc1"
9.86656695983784e-45,0.564823553330499,0.068,0.122,2.06517113036366e-40,"1","Kansl2"
2.98438963663858e-16,0.564258843667758,0.28,0.401,6.24662594844822e-12,"1","Ube3a"
6.1931251596967e-38,0.563511814838034,0.056,0.1,1.29628302717612e-33,"1","Atg4b"
1.79445490781457e-44,0.561849877050724,0.101,0.171,3.75597356754668e-40,"1","Mapk1"
2.66570392975267e-37,0.561800732911403,0.58,0.687,5.57958489536532e-33,"1","Srrm2"
7.76421082677693e-53,0.561600208246594,0.088,0.157,1.62512696815268e-48,"1","Pip5k1a"
4.44208181455351e-50,0.561289998455019,0.086,0.153,9.29772144604195e-46,"1","Lars"
9.5610788373416e-43,0.560521295194362,0.096,0.162,2.00122941144397e-38,"1","Akirin1"
1.06880816886587e-39,0.560462827469573,0.186,0.293,2.23712237825315e-35,"1","Pcf11"
9.12683891244144e-45,0.560134608944936,0.065,0.118,1.91033865276312e-40,"1","Mynn"
3.43167648146005e-53,0.560079154602225,0.07,0.13,7.18284204334404e-49,"1","Bms1"
3.35670426509637e-43,0.559359386407802,0.057,0.104,7.02591769727321e-39,"1","Lage3"
8.78366671326596e-36,0.559333509623629,0.077,0.129,1.8385092797537e-31,"1","Dhdh"
6.19599546748977e-31,0.558137991785844,0.093,0.147,1.29688381130028e-26,"1","Plcb4"
2.72568436986193e-08,0.557966430646128,0.329,0.457,0.0005705129954558,"1","Usp34"
3.11102545187019e-44,0.557702376519198,0.153,0.248,6.5116873733095e-40,"1","Rc3h2"
2.95610053463649e-71,0.557539376899105,0.153,0.27,6.18741402904764e-67,"1","Psd"
4.18278492447146e-48,0.557369403534554,0.085,0.148,8.75498712541121e-44,"1","Exosc7"
4.79928541198816e-55,0.556254715572757,0.177,0.296,1.00453842958324e-50,"1","Glb1l2"
9.26291799242377e-54,0.556244526151116,0.097,0.172,1.93882136499422e-49,"1","Taf3"
5.25408908696759e-50,0.556094438776309,0.068,0.126,1.09973338679319e-45,"1","Phospho2"
1.61676309248948e-39,0.555591134165228,0.162,0.256,3.38404682888972e-35,"1","Thrb"
3.77637302837947e-38,0.555338541467431,0.184,0.285,7.90432638570108e-34,"1","Esf1"
4.06088605251373e-33,0.555270866540334,0.175,0.268,8.49984059651649e-29,"1","Zmynd11"
7.35091030547584e-41,0.555196233608184,0.143,0.227,1.53861903603915e-36,"1","Oga"
5.81070436670333e-21,0.554984348095586,0.278,0.408,1.21623853099467e-16,"1","Bin1"
4.49743922373579e-44,0.554867196174661,0.057,0.106,9.41359003920139e-40,"1","Rab2b"
2.14901239771311e-47,0.554006262146709,0.191,0.305,4.49809784965332e-43,"1","Supt16"
2.30675233879137e-41,0.553858358474256,0.059,0.105,4.82826332032421e-37,"1","Rassf1"
3.2615118946745e-46,0.553543257239996,0.064,0.118,6.8266705467432e-42,"1","Stk40"
2.16437365866302e-48,0.553191744155822,0.075,0.135,4.53025050494757e-44,"1","Pcnx"
5.82601142239575e-55,0.552639380451697,0.182,0.303,1.21944245082165e-50,"1","Adgrv1"
6.2258882118818e-50,0.550571848056348,0.063,0.116,1.30314066162898e-45,"1","Mok"
5.06222122424577e-48,0.550046010537937,0.079,0.139,1.05957352444688e-43,"1","Msmo1"
9.01431513620335e-18,0.549765636435736,0.269,0.385,1.88678630115872e-13,"1","Kif21a"
6.82894917244469e-56,0.549667182306766,0.064,0.123,1.4293673512844e-51,"1","Gm28875"
5.63466275939583e-45,0.549590274549429,0.065,0.115,1.17939126216914e-40,"1","Tmem251"
1.17079203613726e-34,0.549394873960678,0.204,0.311,2.4505848108389e-30,"1","Bhlhe41"
7.69327392625285e-47,0.549373589010095,0.145,0.236,1.61027916550398e-42,"1","Wdfy3"
3.93265878902089e-65,0.549356643321006,0.094,0.174,8.23144811129962e-61,"1","Mbtps1"
5.55640236711513e-47,0.548983118098652,0.055,0.105,1.16301057946087e-42,"1","Brpf1"
4.06296818081516e-10,0.548704256930123,0.307,0.43,8.5041986992642e-06,"1","Mdm1"
3.39355316765218e-54,0.547914373912494,0.068,0.128,7.10304613521277e-50,"1","Wdr37"
2.43469733406189e-40,0.547640879802385,0.07,0.122,5.09606498992495e-36,"1","Atg4c"
9.27887502086073e-150,0.547604500781614,0.772,0.834,1.94216133061636e-145,"1","Epb41l2"
4.33847813107511e-51,0.54754543309059,0.08,0.144,9.08086857615332e-47,"1","Lias"
1.36612541266688e-47,0.547072088620259,0.076,0.136,2.85943710125305e-43,"1","Hdac9"
9.43058704129633e-40,0.546963024439943,0.091,0.153,1.97391617361374e-35,"1","Polr3f"
4.49297189464317e-33,0.546810121668592,0.191,0.291,9.40423947267763e-29,"1","Luc7l"
7.29380038729128e-38,0.546760922758729,0.076,0.129,1.52666535906394e-33,"1","Dpf2"
1.99974602678676e-51,0.546587726154448,0.081,0.146,4.18566840866738e-47,"1","Abce1"
2.69375289839252e-33,0.545175536513157,0.08,0.131,5.63829419162538e-29,"1","Map4k4"
7.83595782549689e-49,0.544699672782452,0.072,0.131,1.64014433245475e-44,"1","St7l"
1.16026025478529e-52,0.544626648941407,0.096,0.17,2.42854073929109e-48,"1","Sbf2"
1.55881657138643e-51,0.54430478687866,0.066,0.125,3.26275896556895e-47,"1","Adipor2"
1.10559186127605e-41,0.544065667082701,0.076,0.132,2.3141143248369e-37,"1","Chic2"
3.99930983576576e-49,0.543889246482759,0.101,0.175,8.37095541724131e-45,"1","Rnf20"
2.38679096782583e-53,0.543740662710006,0.107,0.187,4.99579217475624e-49,"1","Bfar"
1.67950608518415e-77,0.54357651796878,0.067,0.138,3.51537418689895e-73,"1","Wdr89"
7.18580065011217e-43,0.543354286894097,0.058,0.107,1.50405993407498e-38,"1","Tbc1d14"
9.50518265419142e-46,0.543115858116986,0.07,0.125,1.98952978134881e-41,"1","Gm37494"
8.90673572373557e-73,0.541014221767362,0.057,0.121,1.86426885433509e-68,"1","Pde8a"
7.02008414815152e-56,0.540992355438315,0.082,0.15,1.4693738130496e-51,"1","Lyrm9"
1.7291049132486e-36,0.540543894442981,0.207,0.321,3.61918949392064e-32,"1","Pdhb"
7.03251047457838e-53,0.540214679563267,0.09,0.16,1.471974767434e-48,"1","Brd7"
1.23622763595109e-53,0.540080062585489,0.098,0.172,2.58754806480922e-49,"1","2510002D24Rik"
1.43129540188293e-46,0.539779986550067,0.08,0.141,2.99584440568116e-42,"1","Trpc4ap"
4.02298492616103e-45,0.539731620420964,0.151,0.243,8.42050974894765e-41,"1","Slco4a1"
8.06153526850522e-66,0.539440119927508,0.106,0.194,1.68735994705083e-61,"1","Rpf1"
1.85566619416463e-46,0.538806272099504,0.124,0.206,3.88409491100598e-42,"1","Pou2f1"
2.00548959660366e-36,0.538484096643099,0.188,0.292,4.19769027465112e-32,"1","Rasgrf2"
6.44736506876113e-54,0.538348779321535,0.074,0.138,1.34949798254239e-49,"1","Atg4d"
1.03821345191289e-47,0.538054304594016,0.107,0.182,2.17308457619888e-43,"1","Zrsr2"
4.39579327180908e-34,0.537752502804916,0.062,0.105,9.20083489722358e-30,"1","Timm21"
1.03248914653325e-48,0.537546730710772,0.058,0.11,2.16110303260874e-44,"1","Sharpin"
2.53495137304132e-41,0.536251336176095,0.1,0.167,5.30590671891278e-37,"1","Zfp62"
3.39075777182902e-49,0.5360235242648,0.098,0.17,7.09719509221533e-45,"1","Hs2st1"
8.40254807530555e-76,0.534786699363046,0.708,0.813,1.7587373376422e-71,"1","Rdh12"
1.71562238329744e-45,0.534356783305165,0.063,0.116,3.59096921047986e-41,"1","Osbpl9"
1.04814399691454e-35,0.534340743015364,0.187,0.29,2.19387019994183e-31,"1","Senp6"
6.40278259212392e-48,0.534232202676534,0.069,0.126,1.34016642435746e-43,"1","Heatr6"
2.27256914104195e-47,0.534062756413546,0.14,0.23,4.7567144691149e-43,"1","Tjp2"
5.63337509272223e-52,0.533842262633634,0.117,0.198,1.17912174065769e-47,"1","Actn4"
2.65823648874642e-51,0.533225212400268,0.061,0.115,5.56395479459513e-47,"1","Nasp"
2.17090082543174e-53,0.533191225590845,0.084,0.153,4.54391251771118e-49,"1","Tasor2"
2.55872277364702e-58,0.532648831336301,0.157,0.267,5.35566263752057e-54,"1","Pde8b"
1.82235156304294e-51,0.532390912629086,0.092,0.161,3.81436405660517e-47,"1","Virma"
1.99616371043688e-50,0.53199810001873,0.131,0.219,4.17817026231544e-46,"1","Ggnbp2"
4.37304678363878e-51,0.531968241914707,0.05,0.1,9.15322422283434e-47,"1","Abcf3"
4.78760490962762e-45,0.531547497024228,0.055,0.104,1.00209358363416e-40,"1","Myrip"
2.86537328090032e-49,0.531444797198088,0.077,0.139,5.99751281425246e-45,"1","Kdm3a"
4.33263715078586e-44,0.530739236817102,0.083,0.145,9.06864282030988e-40,"1","Ptpn1"
5.79873761486721e-41,0.530047736352025,0.077,0.13,1.21373377016785e-36,"1","Gjd2"
1.58916116771155e-46,0.529555634709746,0.154,0.251,3.32627324013704e-42,"1","Creb1"
9.23700782719383e-42,0.52928403007687,0.158,0.252,1.93339810830994e-37,"1","Col4a3bp"
5.31538460665164e-38,0.528730410570858,0.208,0.324,1.11256315201826e-33,"1","Prpf40a"
1.73503853897425e-42,0.527359617288983,0.06,0.11,3.631609165927e-38,"1","Map3k7"
1.30241655340028e-60,0.526612659363111,0.11,0.196,2.72608808792213e-56,"1","Rab3gap1"
6.24018060792787e-61,0.526428854566712,0.084,0.155,1.30613220304538e-56,"1","Rbm15"
